file_nm,security,time,open,high,low,last,settled,change,vol,prev_settled,prev_vol,pre_int
market/Settlements/1_2_2017_ags_settlements.txt,WZC MAY17 Wheat CSO - Nearby + Next 2 CALL,-130,,,,,2.6,-.1,,2.7,,10
market/Settlements/1_2_2017_ags_settlements.txt,WZC MAY17 Wheat CSO - Nearby + Next 2 CALL,-150,,,,,3.5,-.1,,3.6,,513
market/Settlements/1_2_2017_ags_settlements.txt,WZC MAY17 Wheat CSO - Nearby + Next 2 CALL,-200,,,,,7.0,+.1,,6.7,,244
market/Settlements/1_2_2017_ags_settlements.txt,WZC JLY17 Wheat CSO - Nearby + Next 2 CALL,-130,,,,,2.7,+.3,,2.4,,
market/Settlements/1_2_2017_ags_settlements.txt,WZC JLY17 Wheat CSO - Nearby + Next 2 CALL,-150,,,,,3.6,+.4,,3.2,,430
market/Settlements/1_2_2017_ags_settlements.txt,WZC MAR17 Wheat CSO - Nearby + Next 2 PUT,-100,,,,,3.1,-.4,,3.5,,146
market/Settlements/1_2_2017_ags_settlements.txt,WZC MAR17 Wheat CSO - Nearby + Next 2 PUT,-120,,,,,1.7,-.2,,2.1,,75
market/Settlements/1_2_2017_ags_settlements.txt,WZC MAR17 Wheat CSO - Nearby + Next 2 PUT,-130,,,,,1.3,-.1,,1.4,,50
market/Settlements/1_2_2017_ags_settlements.txt,WZC MAR17 Wheat CSO - Nearby + Next 2 PUT,-150,,,,,.5,-.1,,.6,,553
market/Settlements/1_2_2017_ags_settlements.txt,WZC MAY17 Wheat CSO - Nearby + Next 2 PUT,-130,,,,,3.4,-.1,,3.5,,
market/Settlements/1_2_2017_ags_settlements.txt,WZC MAY17 Wheat CSO - Nearby + Next 2 PUT,-150,,,,,2.3,-.1,,2.4,15,1424
market/Settlements/1_2_2017_ags_settlements.txt,WZC MAY17 Wheat CSO - Nearby + Next 2 PUT,-200,,,,,.6,+.1,,.5,,
market/Settlements/1_2_2017_ags_settlements.txt,WZC JLY17 Wheat CSO - Nearby + Next 2 PUT,-130,,,,,4.1,-.3,,4.4,,10
market/Settlements/1_2_2017_ags_settlements.txt,WZC JLY17 Wheat CSO - Nearby + Next 2 PUT,-150,,,,,3.0,-.2,,3.2,10,1275
market/Settlements/1_2_2017_ags_settlements.txt,ZSC MAR17 Soybean CSO - Nearby + Next 2 CALL,-80,,,,,.2,-.1,,.3,,
market/Settlements/1_2_2017_ags_settlements.txt,ZSC MAR17 Soybean CSO - Nearby + Next 2 PUT,-80,,,,,2.2,+.1,,2.1,,25
market/Settlements/1_2_2017_ags_settlements.txt,CWM JLY17 WHEAT CSO - DEC/JULY CALL,-250,,,,,2.7,+.1,,2.6,,100
market/Settlements/1_2_2017_ags_settlements.txt,CWM JLY17 WHEAT CSO - DEC/JULY CALL,-300,,,,,4.4,+.3,,4.1,,
market/Settlements/1_2_2017_ags_settlements.txt,CWM JLY17 WHEAT CSO - DEC/JULY CALL,-350,,,,,7.0,+.6,,6.2,,
market/Settlements/1_2_2017_ags_settlements.txt,CWM JLY17 WHEAT CSO - DEC/JULY PUT,-250,,,,,9.1,-1.1,,10.2,,100
market/Settlements/1_2_2017_ags_settlements.txt,CWM JLY17 WHEAT CSO - DEC/JULY PUT,-300,,,,,5.6,-.7,,6.5,,200
market/Settlements/1_2_2017_ags_settlements.txt,CWM JLY17 WHEAT CSO - DEC/JULY PUT,-350,,,,,3.2,-.4,,3.6,,100
market/Settlements/1_2_2017_ags_settlements.txt,CW3 MAR17 MAR-JUL Wheat CSO CALL,-150,,,,,.3,+.2,,.1,,200
market/Settlements/1_2_2017_ags_settlements.txt,CW3 MAR17 MAR-JUL Wheat CSO CALL,-200,.6,.6,.6,.6,.6,+.2,100,.4,,216
market/Settlements/1_2_2017_ags_settlements.txt,CW3 MAR17 MAR-JUL Wheat CSO CALL,-250,2.0,2.0,2.0,2.0,1.7,+.3,50,1.4,,80
market/Settlements/1_2_2017_ags_settlements.txt,CW3 MAR17 MAR-JUL Wheat CSO CALL,-300,5.2,5.2,5.2,5.2,4.7,+.5,,4.2,,258
market/Settlements/1_2_2017_ags_settlements.txt,CW3 MAR17 MAR-JUL Wheat CSO PUT,-150,,,,,11.3,-.2,,11.5,,
market/Settlements/1_2_2017_ags_settlements.txt,CW3 MAR17 MAR-JUL Wheat CSO PUT,-200,,,,,6.6,-.2,,7.0,,
market/Settlements/1_2_2017_ags_settlements.txt,CW3 MAR17 MAR-JUL Wheat CSO PUT,-250,,,,,2.7,-.1,,3.0,,325
market/Settlements/1_2_2017_ags_settlements.txt,CW3 MAR17 MAR-JUL Wheat CSO PUT,-300,,,,,.7,+.1,,.6,,175
